Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Moonee Ponds,31 Pattison St,4,h,1531000,S,Rendina,06-05-2017,6.9,3039,4,2,3,508,,,Moonee Valley,-37.7709,144.9338,Western Metropolitan,6232
Moonee Ponds,907/341 Ascot Vale Rd,2,u,439000,S,Frank,08-04-2017,6.9,3039,2,1,1,0,70,2005,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232
Moonee Ponds,75 Bowen St,2,h,1040000,S,Nelson,08-04-2017,6.9,3039,2,1,2,313,95,1920,Moonee Valley,-37.7663,144.9098,Western Metropolitan,6232
Moonee Ponds,9 Corio St,3,h,1670000,S,Brad,08-04-2017,6.9,3039,3,2,2,803,166,1915,Moonee Valley,-37.7627,144.9047,Western Metropolitan,6232
Moonee Ponds,47 Derby St,4,h,,S,Rendina,08-04-2017,6.9,3039,4,4,2,403,297,2012,Moonee Valley,-37.7641,144.9114,Western Metropolitan,6232
Moonee Ponds,99 Eglinton St,4,h,1940000,PI,Frank,08-04-2017,6.9,3039,4,2,3,675,228,1920,Moonee Valley,-37.7686,144.912,Western Metropolitan,6232
Moonee Ponds,27/15 Moore St,2,u,560000,PI,Alexkarbon,08-04-2017,6.9,3039,2,2,1,0,63,2015,Moonee Valley,-37.7675,144.92,Western Metropolitan,6232
Moonee Ponds,79 Ormond Rd,2,h,940000,S,Brad,08-04-2017,6.9,3039,2,1,2,428,,,Moonee Valley,-37.773,144.9332,Western Metropolitan,6232
Moonee Ponds,109 Waverley St,4,h,1515000,S,Nelson,08-04-2017,6.9,3039,4,2,3,574,203,1910,Moonee Valley,-37.7644,144.9061,Western Metropolitan,6232
Moonee Ponds,11A Murray St,3,h,1100000,VB,Nelson,13-05-2017,6.9,3039,3,2,1,169,,,Moonee Valley,-37.7595,144.9255,Western Metropolitan,6232
Moonee Ponds,13 Ophir St,2,h,1350000,S,Jellis,13-05-2017,6.9,3039,2,1,1,459,,,Moonee Valley,-37.7589,144.9184,Western Metropolitan,6232
Moonee Ponds,119 Park St,5,h,2300000,PI,Nelson,13-05-2017,6.9,3039,5,2,2,597,322,1930,Moonee Valley,-37.7611,144.9095,Western Metropolitan,6232
Moonee Ponds,121 Vine St,2,h,1302500,S,Jellis,13-05-2017,6.9,3039,2,1,2,455,,,Moonee Valley,-37.7692,144.9353,Western Metropolitan,6232
Moonee Ponds,72 Clarinda Rd,3,h,1420200,S,Purplebricks,20-05-2017,6.9,3039,3,2,2,543,,,Moonee Valley,-37.7619,144.9083,Western Metropolitan,6232
Moonee Ponds,20 Huntly St,2,h,970000,S,Nelson,20-05-2017,6.9,3039,2,1,2,272,85,1900,Moonee Valley,-37.7641,144.9073,Western Metropolitan,6232
Moonee Ponds,16 Latrobe St,4,h,1900000,VB,Jellis,20-05-2017,6.9,3039,,,,,,,,,,Western Metropolitan,6232
Moonee Ponds,6A McPherson St,3,h,1070000,S,Nelson,20-05-2017,6.9,3039,3,1,2,231,130,1995,Moonee Valley,-37.7616,144.9284,Western Metropolitan,6232
Moonee Ponds,13/1 Ardmillan Rd,3,t,,VB,Biggin,29-04-2017,6.9,3039,3,2,2,3705,126,2007,Moonee Valley,-37.7637,144.9173,Western Metropolitan,6232
Moonee Ponds,503/341 Ascot Vale Rd,2,u,542000,SA,Hodges,29-04-2017,6.9,3039,2,2,1,0,82,2004,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232
Moonee Ponds,65 Darling St,3,h,1240000,S,McDonald,29-04-2017,6.9,3039,3,2,2,275,106,1880,Moonee Valley,-37.767,144.9108,Western Metropolitan,6232
Moonee Ponds,25 George St,4,h,955000,S,Woodards,29-04-2017,6.9,3039,4,2,3,431,246,1910,Moonee Valley,-37.7615,144.9094,Western Metropolitan,6232
Moonee Ponds,8 Milfay Av,4,h,1680000,S,Nelson,29-04-2017,6.9,3039,,,,,,,,,,Western Metropolitan,6232
Moonee Ponds,12 Sydenham St,3,t,,S,Barry,29-04-2017,6.9,3039,3,2,2,293,,,Moonee Valley,-37.7651,144.918,Western Metropolitan,6232
Moonee Ponds,33A Vine St,3,t,1410000,PI,Nelson,29-04-2017,6.9,3039,3,3,2,256,,,Moonee Valley,-37.7685,144.9294,Western Metropolitan,6232
Moonee Ponds,38 Wordsworth St,2,h,,SP,Maddison,29-04-2017,6.9,3039,2,1,2,280,100,1960,Moonee Valley,-37.7712,144.929,Western Metropolitan,6232
Murrumbeena,7 Merrimu St,4,h,1656000,S,Mandy,06-05-2017,12.1,3163,4,2,2,651,199,1940,Glen Eira,-37.8879,145.0768,Southern Metropolitan,4442
Murrumbeena,3/15 Sydney St,1,u,,S,Buxton,08-04-2017,12.1,3163,1,1,1,0,,,Glen Eira,-37.8884,145.0683,Southern Metropolitan,4442
Murrumbeena,2/13 Walker St,2,h,707000,S,Gary,08-04-2017,12.1,3163,2,1,1,646,92,,Glen Eira,-37.8949,145.072,Southern Metropolitan,4442
Murrumbeena,1/9 Howe St,2,u,770000,PI,Buxton,13-05-2017,12.1,3163,2,1,3,194,,,Glen Eira,-37.8953,145.0731,Southern Metropolitan,4442
Murrumbeena,6/51 Murrumbeena Rd,2,u,582000,S,Gary,13-05-2017,12.1,3163,2,1,2,1113,93,2010,Glen Eira,-37.8892,145.0664,Southern Metropolitan,4442
Murrumbeena,11 Strathearn Av,3,h,1200000,S,Ray,13-05-2017,12.1,3163,,,,,,,,,,Southern Metropolitan,4442
Murrumbeena,8 Thaxted Rd,3,h,,S,Jellis,13-05-2017,12.1,3163,3,2,2,664,140,1960,Glen Eira,-37.8985,145.0684,Southern Metropolitan,4442
Murrumbeena,4/12 Dalny Rd,2,u,490000,SP,Buxton,20-05-2017,12.1,3163,2,1,1,0,,,Glen Eira,-37.9025,145.066,Southern Metropolitan,4442
Murrumbeena,24 Kinlock Av,4,h,1600000,S,Buxton,20-05-2017,12.1,3163,,,,,,,,,,Southern Metropolitan,4442
Murrumbeena,7 Swan Rd,4,h,,SN,J,20-05-2017,12.1,3163,4,2,2,696,,,Glen Eira,-37.9013,145.0703,Southern Metropolitan,4442
Murrumbeena,5 Donal St,3,h,1255000,S,hockingstuart,22-04-2017,12.1,3163,3,1,2,557,108,1950,Glen Eira,-37.9059,145.0733,Southern Metropolitan,4442
Murrumbeena,1/5 Dunoon St,2,u,420500,S,Woodards,22-04-2017,12.1,3163,2,1,1,0,,,Glen Eira,-37.8913,145.0673,Southern Metropolitan,4442
Murrumbeena,5/25 Hobart Rd,1,u,261000,PI,Woodards,22-04-2017,12.1,3163,1,1,1,0,,1960,Glen Eira,-37.8867,145.0699,Southern Metropolitan,4442
Murrumbeena,1/211 Murrumbeena Rd,2,u,535000,PI,Fletchers,22-04-2017,12.1,3163,2,1,1,77,77,1970,Glen Eira,-37.8999,145.0643,Southern Metropolitan,4442
Murrumbeena,52 Wallace Av,2,h,1416000,S,hockingstuart,22-04-2017,12.1,3163,,,,,,,,,,Southern Metropolitan,4442
Murrumbeena,17/41 Murrumbeena Rd,2,u,586000,SP,Fletchers,29-04-2017,12.1,3163,2,2,1,0,75,2013,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442
Murrumbeena,1/9 Packer St,2,u,926000,S,hockingstuart,29-04-2017,12.1,3163,2,1,2,308,,2008,Glen Eira,-37.8907,145.0761,Southern Metropolitan,4442
Newport,28 Agg St,4,h,1230000,SP,Gunn&Co,06-05-2017,8.4,3015,4,2,1,402,146,1925,Hobsons Bay,-37.8433,144.8774,Western Metropolitan,5498
Newport,74 Challis St,4,h,1560000,S,Village,06-05-2017,8.4,3015,4,2,3,480,235,1940,Hobsons Bay,-37.8439,144.8733,Western Metropolitan,5498
Newport,83 Elizabeth St,3,h,2000000,S,Sweeney,06-05-2017,8.4,3015,3,1,2,1070,,,Hobsons Bay,-37.836,144.8784,Western Metropolitan,5498
Newport,15 Oxford St,3,h,,PI,Williams,06-05-2017,8.4,3015,3,2,2,457,,,Hobsons Bay,-37.8404,144.8762,Western Metropolitan,5498
Newport,38 Speight St,2,h,820000,S,RT,06-05-2017,8.4,3015,2,1,1,342,,,Hobsons Bay,-37.8425,144.8766,Western Metropolitan,5498
Newport,58 Alma Tce,3,h,1530000,S,Greg,08-04-2017,8.4,3015,3,1,2,588,,,Hobsons Bay,-37.8485,144.8909,Western Metropolitan,5498
Newport,298 Douglas Pde,3,h,1400000,SP,Raine,08-04-2017,8.4,3015,3,1,4,644,,,Hobsons Bay,-37.8457,144.8924,Western Metropolitan,5498
Newport,12 Durkin St,3,h,1200000,S,Williams,08-04-2017,8.4,3015,3,1,0,484,,,Hobsons Bay,-37.8437,144.8809,Western Metropolitan,5498
Newport,7 Elgin St,3,h,1325500,S,hockingstuart,08-04-2017,8.4,3015,3,2,0,367,,,Hobsons Bay,-37.844,144.889,Western Metropolitan,5498
Newport,56 Hall St,2,h,890000,S,Sweeney,08-04-2017,8.4,3015,2,1,0,165,9,,Hobsons Bay,-37.8415,144.884,Western Metropolitan,5498
Newport,9 Laurie St,4,h,1120000,S,hockingstuart,08-04-2017,8.4,3015,,,,,,,,,,Western Metropolitan,5498
Newport,188 Mason St,4,h,,VB,Jas,08-04-2017,8.4,3015,4,3,2,267,,,Hobsons Bay,-37.8405,144.8666,Western Metropolitan,5498
Newport,5/58 Mason St,2,u,497000,S,Williams,08-04-2017,8.4,3015,2,1,1,,,,,-37.8418,144.8782,Western Metropolitan,5498
Newport,10A Railway Pde,3,h,,SN,Village,08-04-2017,8.4,3015,,,,,,,,,,Western Metropolitan,5498
Newport,195 Blackshaws Rd,3,h,975000,S,RT,13-05-2017,8.4,3015,3,2,2,333,192,2010,Hobsons Bay,-37.8334,144.8673,Western Metropolitan,5498
Newport,7 Clyde St,5,h,1820000,SP,Sweeney,13-05-2017,8.4,3015,5,2,7,760,229,1935,Hobsons Bay,-37.8437,144.865,Western Metropolitan,5498
Newport,17 Gordon St,3,t,900000,S,Greg,13-05-2017,8.4,3015,3,2,2,575,128,2017,Hobsons Bay,-37.8389,144.8666,Western Metropolitan,5498
Newport,11 Margaret St,3,t,870000,S,Greg,13-05-2017,8.4,3015,,,,,,,,,,Western Metropolitan,5498
Newport,1/167 Blackshaws Rd,3,h,,S,RT,20-05-2017,8.4,3015,,,,,,,,,,Western Metropolitan,5498
Newport,14 Breadalbane Pl,3,h,1410000,SP,Williams,20-05-2017,8.4,3015,3,2,2,315,,,Hobsons Bay,-37.8496,144.8868,Western Metropolitan,5498
Newport,33 Bunbury St,1,h,1700000,S,Jas,20-05-2017,8.4,3015,1,1,0,622,,,Hobsons Bay,-37.8497,144.8903,Western Metropolitan,5498
Newport,296 Douglas Pde,3,h,,SP,Raine,20-05-2017,8.4,3015,3,1,2,528,,,Hobsons Bay,-37.8458,144.8924,Western Metropolitan,5498
Newport,139 Blackshaws Rd,4,h,956000,S,Sweeney,22-04-2017,8.4,3015,4,2,4,540,113,1970,Hobsons Bay,-37.8339,144.8716,Western Metropolitan,5498
Newport,21 Junction St,2,h,1215000,SP,Jas,22-04-2017,8.4,3015,2,1,2,482,,,Hobsons Bay,-37.8358,144.8803,Western Metropolitan,5498
Newport,2 Maddox Rd,3,h,828000,SP,Jas,22-04-2017,8.4,3015,3,1,2,459,,,Hobsons Bay,-37.8415,144.8698,Western Metropolitan,5498
Newport,74 Oxford St,4,h,1650000,S,Greg,22-04-2017,8.4,3015,4,1,4,837,173,1930,Hobsons Bay,-37.837,144.8772,Western Metropolitan,5498
Newport,74 Alma Tce,4,h,2337000,S,Williams,29-04-2017,8.4,3015,4,2,3,580,222,1890,Hobsons Bay,-37.8477,144.8903,Western Metropolitan,5498
Newport,11 Challis St,3,h,1370000,S,Jas,29-04-2017,8.4,3015,3,1,3,752,,,Hobsons Bay,-37.8481,144.8721,Western Metropolitan,5498
Newport,1 Elphin St,2,h,1070000,S,Jas,29-04-2017,8.4,3015,2,1,3,480,,,Hobsons Bay,-37.8431,144.8919,Western Metropolitan,5498
Newport,63 Hobson St,3,h,1075000,SP,Raine,29-04-2017,8.4,3015,3,1,0,452,146,1950,Hobsons Bay,-37.8402,144.8886,Western Metropolitan,5498
Newport,16 Thorpe St,3,h,1100000,PI,Sweeney,29-04-2017,8.4,3015,3,1,6,761,,,Hobsons Bay,-37.8464,144.865,Western Metropolitan,5498
Newport,118a Woods St,3,t,,PI,hockingstuart,29-04-2017,8.4,3015,,,,,,,,,,Western Metropolitan,5498
Niddrie,30 Carrington Rd,3,h,1312000,S,Brad,06-05-2017,11.2,3042,3,1,1,650,,,Moonee Valley,-37.7375,144.8885,Western Metropolitan,2291
Niddrie,13 George St,3,h,960000,S,Nelson,06-05-2017,11.2,3042,3,1,2,626,,,Moonee Valley,-37.7421,144.8851,Western Metropolitan,2291
Niddrie,13 Haldane Rd,3,h,935000,S,Purplebricks,06-05-2017,11.2,3042,3,1,2,657,,,Moonee Valley,-37.7356,144.8859,Western Metropolitan,2291
Niddrie,21 Ryder St,3,h,810000,S,Barry,08-04-2017,11.2,3042,3,2,1,297,139,1955,Moonee Valley,-37.738,144.8865,Western Metropolitan,2291
Niddrie,60 Teague St,3,h,1200000,S,Brad,08-04-2017,11.2,3042,3,1,1,650,,,Moonee Valley,-37.7436,144.8856,Western Metropolitan,2291
Niddrie,24 The Avenue,3,h,850000,PI,Barry,08-04-2017,11.2,3042,3,2,2,795,,,Moonee Valley,-37.736,144.8771,Western Metropolitan,2291
Niddrie,59 Hoffmans Rd,3,h,944000,S,Barry,13-05-2017,11.2,3042,3,1,2,597,,,Moonee Valley,-37.7473,144.8905,Western Metropolitan,2291
Niddrie,2/34 Haldane Rd,2,u,510000,VB,Barry,20-05-2017,11.2,3042,2,1,1,167,69,2013,Moonee Valley,-37.7343,144.8824,Western Metropolitan,2291
Niddrie,4/503 Keilor Rd,1,u,325000,PI,Nelson,20-05-2017,11.2,3042,1,1,1,710,58,2015,Moonee Valley,-37.7355,144.8874,Western Metropolitan,2291
Niddrie,1/79 Coghlan St,3,t,800000,PI,Barry,29-04-2017,11.2,3042,3,2,2,202,151,2015,Moonee Valley,-37.7418,144.8833,Western Metropolitan,2291
Niddrie,13 Hotham Rd,3,h,1450000,PI,Barry,29-04-2017,11.2,3042,3,1,1,650,,,Moonee Valley,-37.7368,144.8886,Western Metropolitan,2291
Niddrie,204/4 Hotham Rd,3,u,500000,SP,Nelson,29-04-2017,11.2,3042,3,1,1,1218,94,2012,Moonee Valley,-37.736,144.8886,Western Metropolitan,2291
Niddrie,20 Rutland St,1,h,1405000,S,Barry,29-04-2017,11.2,3042,1,1,0,649,,,Moonee Valley,-37.7356,144.8799,Western Metropolitan,2291
Northcote,48 Charles St,2,h,1343000,S,Jellis,06-05-2017,5.5,3070,2,1,1,263,,,Darebin,-37.777,144.992,Northern Metropolitan,11364
Northcote,12/412 High St,2,u,680000,SP,McGrath,06-05-2017,5.5,3070,2,2,1,1106,70,2009,Darebin,-37.7679,144.9994,Northern Metropolitan,11364
Northcote,2/19 Glanfield St,2,h,695000,S,Barry,08-04-2017,5.5,3070,2,1,1,120,,1975,Darebin,-37.7715,145.0075,Northern Metropolitan,11364
Northcote,16/341 Heidelberg Rd,2,u,420000,VB,McGrath,08-04-2017,5.5,3070,2,1,1,1000,,,Darebin,-37.7836,145.0139,Northern Metropolitan,11364
Northcote,50 Herbert St,3,h,1300000,SP,Jellis,08-04-2017,5.5,3070,3,1,0,191,108,1915,Darebin,-37.7717,144.995,Northern Metropolitan,11364
Northcote,23A Johnson St,2,h,995000,PI,Purplebricks,08-04-2017,5.5,3070,2,1,2,228,110,2004,Darebin,-37.7634,144.9985,Northern Metropolitan,11364
Northcote,157 Bastings St,5,h,1750000,PI,Nelson,13-05-2017,5.5,3070,5,2,0,406,225,1900,Darebin,-37.7751,145.0099,Northern Metropolitan,11364
Northcote,168 Separation St,2,h,,PI,Barry,13-05-2017,5.5,3070,2,2,2,624,129,1920,Darebin,-37.7705,145.0078,Northern Metropolitan,11364
Northcote,118 Westgarth St,4,h,1822000,S,Nelson,13-05-2017,5.5,3070,4,1,8,728,,1900,Darebin,-37.7825,145.0072,Northern Metropolitan,11364
Northcote,6/229 Westgarth St,1,u,280000,VB,Haughton,13-05-2017,5.5,3070,1,1,1,0,,1970,Darebin,-37.7827,145.0113,Northern Metropolitan,11364
Northcote,134 Charles St,4,h,,S,Nelson,20-05-2017,5.5,3070,4,2,1,383,,,Darebin,-37.7775,144.9962,Northern Metropolitan,11364
Northcote,67 Charles St,2,h,1100000,SP,Jellis,20-05-2017,5.5,3070,2,1,1,189,,,Darebin,-37.7767,144.9924,Northern Metropolitan,11364
Northcote,8 Hillside Av,3,h,1295000,S,Harrington,20-05-2017,5.5,3070,,,,,,,,,,Northern Metropolitan,11364
Northcote,3 Northcote St,3,h,1610000,SP,Nelson,20-05-2017,5.5,3070,3,2,1,411,,,Darebin,-37.7744,145.0077,Northern Metropolitan,11364
Northcote,198 Victoria Rd,2,h,970000,PI,LITTLE,20-05-2017,5.5,3070,2,1,1,326,,,Darebin,-37.7681,145.0119,Northern Metropolitan,11364
Northcote,39 Victoria Rd,2,h,970000,S,McGrath,20-05-2017,5.5,3070,2,2,1,173,,,Darebin,-37.7806,145.0097,Northern Metropolitan,11364
Northcote,603/8 Breavington Wy,1,u,440000,S,Nelson,22-04-2017,5.5,3070,,,,,,,,,,Northern Metropolitan,11364
Northcote,1/96 Jenkins St,3,t,1000000,SP,McGrath,22-04-2017,5.5,3070,,,,,,,,,,Northern Metropolitan,11364
Northcote,21 Mitchell St,4,h,2990000,S,McGrath,22-04-2017,5.5,3070,4,1,2,557,,,Darebin,-37.7721,145.0004,Northern Metropolitan,11364
Northcote,15 South Cr,2,h,1006000,S,Nelson,22-04-2017,5.5,3070,,,,,,,,,,Northern Metropolitan,11364
Northcote,133 Beavers Rd,2,h,1050000,S,Jellis,29-04-2017,5.5,3070,2,1,1,181,85,1925,Darebin,-37.7659,144.9903,Northern Metropolitan,11364
Northcote,12 Ellesmere St,2,h,1290000,S,Nelson,29-04-2017,5.5,3070,2,1,0,259,,,Darebin,-37.7741,145.0073,Northern Metropolitan,11364
Northcote,16/341 Heidelberg Rd,2,u,471250,S,McGrath,29-04-2017,5.5,3070,2,1,1,1000,,,Darebin,-37.7836,145.0139,Northern Metropolitan,11364
Northcote,99 Kellett St,3,h,1235000,S,Ray,29-04-2017,5.5,3070,3,1,1,534,127,1960,Darebin,-37.7677,145.0142,Northern Metropolitan,11364
Northcote,78A Victoria Rd,2,t,,SN,Barry,29-04-2017,5.5,3070,2,1,1,194,,2000,Darebin,-37.7775,145.0107,Northern Metropolitan,11364
Oak Park,15 Kiama St,2,t,600000,S,Nelson,06-05-2017,11.5,3046,2,1,1,161,112,2015,Moreland,-37.712,144.9175,Northern Metropolitan,2651
Oak Park,1 Ash Gr,3,h,955000,S,Considine,08-04-2017,11.5,3046,3,1,2,690,,1950,Moreland,-37.7167,144.9127,Northern Metropolitan,2651
Oak Park,6 The Avenue,3,u,601000,SP,Barry,08-04-2017,11.5,3046,3,1,2,220,90,1990,Moreland,-37.7131,144.9091,Northern Metropolitan,2651
Oak Park,126A Winifred St,3,h,755000,SP,Eview,08-04-2017,11.5,3046,3,2,1,341,170,2003,Moreland,-37.7166,144.9104,Northern Metropolitan,2651
Oak Park,220 Waterloo Rd,3,h,1400000,VB,Stockdale,13-05-2017,11.5,3046,3,1,3,730,,,Moreland,-37.7167,144.9216,Northern Metropolitan,2651
Oak Park,10 Magnolia St,5,h,1005000,S,Brad,20-05-2017,11.5,3046,5,3,2,647,,,Moreland,-37.719,144.9254,Northern Metropolitan,2651
Oak Park,7 Ridge Rd,4,h,860000,PI,Jellis,20-05-2017,11.5,3046,4,2,2,301,,,Moreland,-37.7149,144.9153,Northern Metropolitan,2651
Oak Park,11 Xavier St,5,h,1306000,S,Eview,20-05-2017,11.5,3046,5,3,3,700,,,Moreland,-37.7206,144.9194,Northern Metropolitan,2651
Oak Park,47a Snell Gr,3,t,650000,PI,Brad,22-04-2017,11.5,3046,,,,,,,,,,Northern Metropolitan,2651
Oak Park,5/31 Station Rd,3,t,,S,Brad,22-04-2017,11.5,3046,,,,,,,,,,Northern Metropolitan,2651
Oak Park,19A Cardinal Rd,4,h,1250000,S,Frank,29-04-2017,11.5,3046,4,2,3,568,,,Moreland,-37.7136,144.927,Northern Metropolitan,2651
Oak Park,3/21 Lex Gr,3,u,648000,S,Nelson,29-04-2017,11.5,3046,3,1,1,0,94,1998,Moreland,-37.7188,144.9243,Northern Metropolitan,2651
Oak Park,75 Winifred St,2,h,,SN,Barry,29-04-2017,11.5,3046,2,1,2,724,,,Moreland,-37.7193,144.913,Northern Metropolitan,2651
Oakleigh,65 Drummond St,5,h,,S,Buxton,06-05-2017,14,3166,5,3,2,660,212,1920,Monash,-37.8899,145.0911,Southern Metropolitan,3224
Oakleigh,101 Atkinson St,4,h,2525000,S,Barry,08-04-2017,14,3166,4,2,0,1143,,,Monash,-37.8952,145.0928,Southern Metropolitan,3224
Oakleigh,12 Watsonia St,4,h,1615000,S,Woodards,08-04-2017,14,3166,4,2,2,537,199,1920,Monash,-37.91,145.096,Southern Metropolitan,3224
Oakleigh,1/1438 Dandenong Rd,3,u,655000,PI,Ray,13-05-2017,14,3166,3,1,2,160,104,1970,Monash,-37.8946,145.0944,Southern Metropolitan,3224
Oakleigh,24 Gadd St,5,h,1351000,S,Ray,13-05-2017,14,3166,5,3,2,707,175,1955,Monash,-37.9098,145.097,Southern Metropolitan,3224
Oakleigh,36 Westgate St,3,h,1205000,S,buyMyplace,13-05-2017,14,3166,3,2,1,570,,,Monash,-37.9066,145.0869,Southern Metropolitan,3224
Oakleigh,4 Mead Ct,2,h,676000,S,Ray,20-05-2017,14,3166,2,1,2,257,,,Monash,-37.9067,145.0921,Southern Metropolitan,3224
Oakleigh,7 Hilbert Ct,4,h,1145000,S,Ray,22-04-2017,14,3166,4,2,2,538,,,Monash,-37.895,145.1014,Southern Metropolitan,3224
Oakleigh,141 Atherton Rd,4,h,1600000,PI,Ray,29-04-2017,14,3166,4,3,4,691,213,1950,Monash,-37.8999,145.0993,Southern Metropolitan,3224
Oakleigh,110 Atkinson St,4,h,1840000,S,Woodards,29-04-2017,14,3166,4,2,2,598,222,1900,Monash,-37.898,145.0928,Southern Metropolitan,3224
Oakleigh,3 Caloola Av,3,h,1580000,PI,Buxton,29-04-2017,14,3166,,,,,,,,,,Southern Metropolitan,3224
Ormond,265 Tucker Rd,3,h,1300000,S,Buxton,06-05-2017,11.8,3204,3,2,2,670,,1927,Glen Eira,-37.9067,145.053,Southern Metropolitan,3578
Ormond,39 Draper St,5,h,2250000,S,Buxton,08-04-2017,11.8,3204,5,2,2,699,228,1925,Glen Eira,-37.908,145.0502,Southern Metropolitan,3578
Ormond,6/16 Walsh St,2,u,437500,S,Woodards,08-04-2017,11.8,3204,2,1,1,0,74,1970,Glen Eira,-37.9023,145.0461,Southern Metropolitan,3578
Ormond,1/44 Wheeler St,3,t,,SP,Buxton,08-04-2017,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
Ormond,2/1 Lillimur Rd,3,u,960000,S,hockingstuart,13-05-2017,11.8,3204,3,2,2,199,167,1995,Glen Eira,-37.9034,145.0409,Southern Metropolitan,3578
Ormond,688 North Rd,4,h,1486000,S,Buxton,13-05-2017,11.8,3204,4,2,1,618,,,Glen Eira,-37.9051,145.0473,Southern Metropolitan,3578
Ormond,2/8 Bewdley St,3,u,1461000,S,hockingstuart,20-05-2017,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
Ormond,53 Murray Rd,3,h,,S,Buxton,20-05-2017,11.8,3204,3,1,2,257,119,1938,Glen Eira,-37.908,145.0422,Southern Metropolitan,3578
Ormond,286 Tucker Rd,4,t,1425000,S,Buxton,20-05-2017,11.8,3204,4,2,2,314,189,2000,Glen Eira,-37.9084,145.0532,Southern Metropolitan,3578
Ormond,2 Howard Av,3,h,1710000,S,hockingstuart,22-04-2017,11.8,3204,,,,,,,,,,Southern Metropolitan,3578
Ormond,3/10 Ormond Rd,1,u,311500,PI,Ray,29-04-2017,11.8,3204,1,1,1,0,,,Glen Eira,-37.9032,145.0455,Southern Metropolitan,3578
Parkville,13/54 The Avenue,3,u,835000,S,Nelson,06-05-2017,2.6,3052,3,1,1,0,,1978,Melbourne,-37.7867,144.9572,Northern Metropolitan,2309
Parkville,21 Morrah St,4,h,3970000,S,Collins,13-05-2017,2.6,3052,4,3,1,289,,,Melbourne,-37.7959,144.9569,Northern Metropolitan,2309
Parkville,55 Park Dr,3,h,2790000,S,Collins,20-05-2017,2.6,3052,3,2,1,180,120,1890,Melbourne,-37.7961,144.9538,Northern Metropolitan,2309
Parkville,108 Parkville Av,4,h,1446000,S,Collings,20-05-2017,2.6,3052,,,,,,,,,,Northern Metropolitan,2309
Parkville,101/80 Cade Wy,2,u,500000,VB,Jellis,22-04-2017,2.6,3052,,,,,,,,,,Northern Metropolitan,2309
Pascoe Vale,1/6 Bothwell St,3,t,,S,Rendina,06-05-2017,9.9,3044,3,2,2,272,22,2007,Moreland,-37.726,144.9255,Northern Metropolitan,7485
Pascoe Vale,62 Devon Rd,3,h,755000,S,Nelson,06-05-2017,9.9,3044,3,2,2,294,110,1950,Moreland,-37.7215,144.9251,Northern Metropolitan,7485
Pascoe Vale,4 Dixon St,2,h,750000,PI,Nelson,06-05-2017,9.9,3044,2,1,2,531,,,Moreland,-37.7189,144.9508,Northern Metropolitan,7485
Pascoe Vale,13 McCracken Av,2,h,1290000,S,Nelson,06-05-2017,9.9,3044,,,,,,,,,,Northern Metropolitan,7485
Pascoe Vale,3/1 Vale St,2,h,,PI,Raine,06-05-2017,9.9,3044,2,1,2,191,80,2004,Moreland,-37.7256,144.9255,Northern Metropolitan,7485
Pascoe Vale,2 Ann St,2,h,999000,S,Nelson,08-04-2017,9.9,3044,2,1,1,587,95,1920,Moreland,-37.7306,144.9357,Northern Metropolitan,7485
Pascoe Vale,8 Braeside St,3,h,800000,SP,Nelson,08-04-2017,9.9,3044,3,1,0,793,,,Moreland,-37.7182,144.9506,Northern Metropolitan,7485
Pascoe Vale,115 Derby St,4,h,800000,S,Nelson,08-04-2017,9.9,3044,4,1,1,593,131,1970,Moreland,-37.7278,144.9463,Northern Metropolitan,7485
Pascoe Vale,147 Derby St,3,h,806000,SP,Brad,08-04-2017,9.9,3044,3,1,1,488,,,Moreland,-37.7253,144.9467,Northern Metropolitan,7485
Pascoe Vale,16a Joffre Rd,3,h,650000,SP,Nelson,08-04-2017,9.9,3044,,,,,,,,,,Northern Metropolitan,7485
Pascoe Vale,18 Windsor St,3,h,,PI,hockingstuart,08-04-2017,9.9,3044,3,2,2,537,113,1958,Moreland,-37.7241,144.9452,Northern Metropolitan,7485
Pascoe Vale,7/20 Avoca Cr,2,t,660000,SP,Nelson,13-05-2017,9.9,3044,,,,,,,,,,Northern Metropolitan,7485
Pascoe Vale,9 Bawden Ct,4,h,770000,S,Nelson,13-05-2017,9.9,3044,4,1,2,596,130,1960,Moreland,-37.7195,144.9456,Northern Metropolitan,7485
Pascoe Vale,3/238 Cumberland Rd,2,u,496000,S,Brad,13-05-2017,9.9,3044,2,1,1,136,,,Moreland,-37.7218,144.9406,Northern Metropolitan,7485
Pascoe Vale,1/142 Derby St,3,h,585000,S,YPA,13-05-2017,9.9,3044,3,1,1,0,129,2000,Moreland,-37.7243,144.9473,Northern Metropolitan,7485
Pascoe Vale,1/29 Devon Rd,2,t,540000,VB,Nelson,13-05-2017,9.9,3044,2,1,2,240,,,Moreland,-37.7217,144.924,Northern Metropolitan,7485
