"Ord_id","Prod_id","Ship_id","Cust_id","Sales","Discount","Order_Quantity","Profit","Shipping_Cost","Product_Base_Margin"
"Ord_2506","Prod_2","SHP_3434","Cust_955",2433.53,0.02,43,946.7,0.99,0.57
"Ord_2383","Prod_9","SHP_3271","Cust_955",34.66,0.06,7,-20.87,4.99,0.38
"Ord_2474","Prod_5","SHP_3391","Cust_975",26.13,0.1,3,-10.61,4,0.42
"Ord_5038","Prod_13","SHP_7030","Cust_1714",69.4,0.09,7,12.02,1.09,0.43
"Ord_5037","Prod_5","SHP_7027","Cust_1714",251.51,0.06,32,-9.78,3.68,0.52
"Ord_5047","Prod_3","SHP_7043","Cust_1714",103.5,0.06,23,-73.07,5.41,0.35
"Ord_5048","Prod_16","SHP_7044","Cust_1714",135.77,0.05,10,0.53,3.14,0.6
"Ord_5047","Prod_17","SHP_7043","Cust_1714",19707.2,0.04,3,-12558,24.49,0.39
"Ord_5048","Prod_1","SHP_7045","Cust_1714",447.25,0.08,35,-15.92,4.51,0.59
"Ord_5038","Prod_2","SHP_7029","Cust_1714",424.13,0.06,21,57.17,3.99,0.57
"Ord_5108","Prod_9","SHP_7133","Cust_1733",15,0.1,1,-13.74,5.76,0.35
"Ord_5127","Prod_15","SHP_7164","Cust_1733",160.52,0.08,3,-69.66,14.19,0.56
"Ord_4940","Prod_5","SHP_6891","Cust_1733",243.52,0.01,15,-59.64,13.56,0.58
"Ord_5093","Prod_5","SHP_7113","Cust_1733",266.64,0.07,35,-36.76,4.95,0.41
"Ord_4874","Prod_7","SHP_6801","Cust_1733",270.32,0.06,47,-47.15,3.37,0.54
"Ord_5093","Prod_3","SHP_7112","Cust_1733",320.42,0.03,41,-66.37,6.16,0.35
"Ord_4940","Prod_11","SHP_7165","Cust_1733",3849.8,0.04,14,192.2,35.67,0.66
"Ord_5110","Prod_6","SHP_7137","Cust_1734",168.2,0.08,29,-64.53,5.46,0.36
"Ord_4903","Prod_3","SHP_7139","Cust_1734",264.78,0.02,29,53.05,2.99,0.39
"Ord_5110","Prod_15","SHP_7136","Cust_1734",4475,0.02,45,-1523.77,74.35,0.57
"Ord_4923","Prod_5","SHP_7151","Cust_1734",2437.67,0.08,50,25.68,22.24,0.55
"Ord_5129","Prod_10","SHP_7167","Cust_1734",4203.88,0.1,29,-865.88,66.27,0.65
"Ord_4915","Prod_3","SHP_6855","Cust_1677",10.48,0.04,1,-5.44,6.83,0.38
"Ord_4940","Prod_3","SHP_6891","Cust_1677",198.29,0.08,41,-134.41,5.68,0.36
"Ord_4874","Prod_17","SHP_6801","Cust_1677",361.98,0,21,-55.61,9.4,0.49
"Ord_4850","Prod_4","SHP_6768","Cust_1677",786.675,0.01,7,-315.03,8.8,0.59
"Ord_4913","Prod_2","SHP_6853","Cust_1677",801.98,0,34,-99.95,13.99,0.52
"Ord_4880","Prod_4","SHP_6809","Cust_1677",1204.0845,0.04,41,341.96,1.1,0.55
"Ord_4903","Prod_13","SHP_6839","Cust_1681",854.9,0.05,25,76.87,8.99,0.56
"Ord_4923","Prod_1","SHP_6867","Cust_1681",1438.33,0.08,43,163.38,8.22,0.57
"Ord_4903","Prod_17","SHP_6838","Cust_1681",10380.34,0.05,3,-8389.47,8.73,0.57
"Ord_4866","Prod_8","SHP_6789","Cust_1681",1325.06,0.06,38,-180.23,9.02,0.75
"Ord_4934","Prod_6","SHP_6884","Cust_1681",194.09,0.03,33,-63.35,5.37,0.36
"Ord_4903","Prod_1","SHP_6839","Cust_1681",389.98,0.07,32,-14.98,4.81,0.58
"Ord_694","Prod_2","SHP_950","Cust_231",9235.97,0.04,32,2848.17,24.49,0.52
"Ord_705","Prod_4","SHP_965","Cust_231",1580.6005,0.07,30,303.53,2.79,0.56
"Ord_734","Prod_13","SHP_999","Cust_231",110.79,0.1,11,-11.13,2.89,0.6
"Ord_694","Prod_2","SHP_949","Cust_231",1556.87,0.04,22,-521.42,60,0.41
"Ord_694","Prod_6","SHP_950","Cust_231",195.98,0.08,33,-71.47,5.35,0.4
"Ord_694","Prod_6","SHP_950","Cust_231",274.38,0.04,48,-94.82,5.37,0.36
"Ord_685","Prod_3","SHP_938","Cust_231",10145.14,0.03,11,3724.57,19.99,0.38
"Ord_685","Prod_3","SHP_938","Cust_231",68.45,0.08,16,-57.88,5.41,0.35
"Ord_685","Prod_3","SHP_937","Cust_231",14.68,0.06,1,-13.78,6.19,0.38
"Ord_705","Prod_5","SHP_965","Cust_231",446.72,0.05,22,-39,14.39,0.47
"Ord_713","Prod_5","SHP_977","Cust_231",310.31,0.02,20,51.5,7.4,0.48
"Ord_799","Prod_5","SHP_1101","Cust_231",480.39,0.01,21,144.66,8.99,0.41
"Ord_805","Prod_3","SHP_1107","Cust_231",1190.8,0.07,44,502.49,1.49,0.38
"Ord_743","Prod_2","SHP_1012","Cust_231",399.76,0.04,27,48.13,3.5,0.58
"Ord_743","Prod_17","SHP_1013","Cust_231",5393.27,0.1,22,353.72,28.06,0.56
"Ord_757","Prod_14","SHP_1034","Cust_231",6607.92,0.06,34,1462.72,24.49,0.46
"Ord_545","Prod_6","SHP_740","Cust_192",305.96,0.06,49,-191.49,7.49,0.37
"Ord_512","Prod_12","SHP_691","Cust_192",47.28,0,9,17.05,0.5,0.36
"Ord_534","Prod_4","SHP_723","Cust_192",1098.506,0.05,29,218.73,2.5,0.56
"Ord_512","Prod_8","SHP_691","Cust_192",642.9,0.07,17,88.72,1.99,0.54
"Ord_2342","Prod_5","SHP_3213","Cust_935",383.57,0.06,32,70.51,5.16,0.43
"Ord_2342","Prod_5","SHP_3214","Cust_935",461.1,0.05,31,116.96,5,0.49
"Ord_1628","Prod_1","SHP_2248","Cust_570",1390.17,0.07,13,-469.84,35,0.82
"Ord_1626","Prod_6","SHP_2246","Cust_570",51.65,0.1,10,-32.13,5.49,0.38
"Ord_1626","Prod_12","SHP_2245","Cust_570",78.22,0.03,26,32.5,0.5,0.36
"Ord_1589","Prod_2","SHP_2195","Cust_570",187.55,0.1,25,-171.41,9.23,0.58
"Ord_2885","Prod_4","SHP_3979","Cust_570",1304.0275,0.1,24,34.36,8.99,0.6
"Ord_2891","Prod_3","SHP_3988","Cust_570",156.97,0.01,4,-25.43,14.72,0.37
"Ord_2844","Prod_2","SHP_3913","Cust_570",311.08,0.08,30,-38.45,4.5,0.59
"Ord_2866","Prod_3","SHP_3945","Cust_572",341.42,0.06,33,71.5,2.99,0.38
"Ord_2894","Prod_3","SHP_3992","Cust_572",13.96,0.06,1,-4.7,2.99,0.38
"Ord_2882","Prod_4","SHP_3975","Cust_572",3814.171,0.04,35,1077.13,4.2,0.57
"Ord_1639","Prod_3","SHP_4073","Cust_572",8920.08,0,24,3545.89,19.99,0.4
"Ord_2858","Prod_6","SHP_3934","Cust_572",316.61,0.03,41,110.34,1.71,0.4
"Ord_2956","Prod_10","SHP_4077","Cust_572",5483.96,0.02,44,-1330.5,58.64,0.75
"Ord_1639","Prod_6","SHP_2262","Cust_572",48.26,0.09,9,2.76,2.04,0.36
"Ord_2894","Prod_9","SHP_3993","Cust_572",531.48,0.08,50,232.58,1.39,0.39
"Ord_2925","Prod_5","SHP_4043","Cust_572",508.49,0.1,45,-28.81,6.2,0.52
"Ord_1639","Prod_12","SHP_4073","Cust_572",188.7,0.07,49,77.02,0.5,0.39
"Ord_1639","Prod_11","SHP_4074","Cust_572",14358.64,0.03,36,-969.05,76.37,0.6
"Ord_2925","Prod_8","SHP_4042","Cust_572",2296.76,0.01,23,241.15,19.99,0.52
"Ord_2894","Prod_15","SHP_3994","Cust_572",3524.55,0.08,29,-570.18,30,0.78
"Ord_2894","Prod_5","SHP_3992","Cust_572",890.61,0.05,42,297.11,3.63,0.52
"Ord_2836","Prod_4","SHP_3900","Cust_572",1000.3565,0.06,14,229.78,3.3,0.37
"Ord_2866","Prod_5","SHP_3946","Cust_572",381.39,0.01,30,31.24,6.2,0.52
"Ord_1639","Prod_11","SHP_2263","Cust_572",1718.43,0,6,-192.49,66.67,0.65
"Ord_2836","Prod_3","SHP_3899","Cust_572",234.37,0.05,46,-144.68,5.74,0.36
"Ord_2894","Prod_13","SHP_3992","Cust_572",64.19,0.08,10,3.77,1.5,0.48
"Ord_2882","Prod_5","SHP_3975","Cust_572",118.95,0.03,9,30.8,6.2,0.52
"Ord_2903","Prod_3","SHP_4004","Cust_572",225.09,0.02,10,64.14,2.99,0.36
"Ord_821","Prod_6","SHP_1128","Cust_254",260.96,0.09,40,-96.7,6.22,0.37
"Ord_736","Prod_5","SHP_1003","Cust_254",208.78,0.05,42,24.87,2.03,0.51
"Ord_742","Prod_4","SHP_1011","Cust_254",2162.8165,0.01,20,223.25,8.99,0.59
"Ord_736","Prod_15","SHP_1002","Cust_254",3819.42,0.1,44,-821.87,42,0.66
"Ord_860","Prod_15","SHP_1184","Cust_292",556.45,0.08,21,-124.42,14.36,0.6
"Ord_1684","Prod_15","SHP_2329","Cust_579",759.94,0.09,13,-226.45,32.41,0.56
"Ord_2723","Prod_11","SHP_3732","Cust_579",794.58,0.05,50,11.65,27.75,0.76
"Ord_1725","Prod_6","SHP_2386","Cust_579",2463.6,0.03,43,1040.65,10.75,0.36
"Ord_2703","Prod_8","SHP_3700","Cust_579",28.75,0.01,3,-31.43,3.62,0.61
"Ord_2703","Prod_6","SHP_3701","Cust_579",75.81,0.06,3,-21.13,8.18,0.39
"Ord_1781","Prod_13","SHP_3869","Cust_579",46.42,0.04,21,2.38,0.7,0.57
"Ord_2703","Prod_4","SHP_3702","Cust_579",259.7175,0.02,38,-118.48,5.03,0.6
"Ord_1693","Prod_13","SHP_2344","Cust_579",72.63,0.07,3,-26.94,5.53,0.59
"Ord_2779","Prod_2","SHP_3816","Cust_579",341.1,0,27,-4.75,4.98,0.58
"Ord_1781","Prod_2","SHP_2468","Cust_579",154.99,0.07,24,-1085.52,49,0.6
"Ord_2779","Prod_6","SHP_3817","Cust_579",171.68,0.07,26,-116.56,8.19,0.37
"Ord_1422","Prod_5","SHP_1965","Cust_543",233.92,0.1,27,-80.75,8.54,0.43
"Ord_1490","Prod_4","SHP_2058","Cust_543",6057.27,0,36,1585.5,4.2,0.6
"Ord_1422","Prod_6","SHP_1966","Cust_543",1642.05,0.03,28,829.73,4.86,0.36
"Ord_1490","Prod_17","SHP_2057","Cust_543",4186.53,0.04,35,1929.58,7.11,0.36
"Ord_3429","Prod_1","SHP_4754","Cust_1184",6069.05,0.05,40,1816.71,7.07,0.59
"Ord_3508","Prod_7","SHP_4859","Cust_1184",42.23,0.1,23,-15.11,0.76,0.83
"Ord_3330","Prod_1","SHP_4621","Cust_1184",3981.23,0.07,21,294.94,19.99,0.71
"Ord_3285","Prod_6","SHP_4559","Cust_1184",62.84,0.06,11,9.53,2.04,0.36
"Ord_3251","Prod_2","SHP_4508","Cust_1184",1767.88,0.07,37,66.47,13.66,0.58
"Ord_3330","Prod_12","SHP_4621","Cust_1184",205.11,0.06,44,95.52,0.5,0.36
"Ord_3251","Prod_8","SHP_4509","Cust_1184",277.42,0.01,12,49.82,1.99,0.43
"Ord_3401","Prod_3","SHP_4716","Cust_1184",207.42,0.04,40,-115.35,5.68,0.36
"Ord_3211","Prod_2","SHP_4453","Cust_1184",2150.25,0.06,47,586.93,3.99,0.56
"Ord_3330","Prod_4","SHP_4621","Cust_1184",2458.2425,0.1,20,110.54,8.99,0.58
"Ord_3401","Prod_6","SHP_4716","Cust_1184",1031.18,0.01,48,349.82,5.77,0.38
"Ord_3251","Prod_1","SHP_4510","Cust_1184",178.13,0.04,13,-19.75,5.5,0.57
"Ord_3480","Prod_15","SHP_4818","Cust_1184",1333.18,0.07,26,120.01,14.19,0.56
"Ord_3211","Prod_1","SHP_4453","Cust_1184",448,0.08,13,27.2,6.31,0.58
"Ord_3411","Prod_1","SHP_4728","Cust_1184",601.78,0.05,44,26.44,4.51,0.59
"Ord_3367","Prod_1","SHP_4667","Cust_1184",5320.57,0.02,28,534.29,19.99,0.71
"Ord_3480","Prod_13","SHP_4819","Cust_1184",117.27,0.01,19,35.45,0.83,0.49
"Ord_3480","Prod_9","SHP_4817","Cust_1184",155.89,0.1,17,50.19,1.39,0.37
"Ord_5036","Prod_2","SHP_7026","Cust_1713",2101.59,0.01,16,554.91,24.49,0.46
"Ord_5028","Prod_17","SHP_7015","Cust_1709",730.33,0.1,14,110.77,10.17,0.37
"Ord_5031","Prod_8","SHP_7019","Cust_1709",1146.41,0,15,-88.61,14.52,0.65
"Ord_2507","Prod_5","SHP_3436","Cust_980",3878.49,0.09,20,1397.86,21.21,0.59
"Ord_2434","Prod_6","SHP_3341","Cust_970",1029.29,0.06,26,109.16,17.48,0.36
"Ord_3871","Prod_8","SHP_5364","Cust_1349",323.91,0.09,11,-96.53,4,0.75
"Ord_3871","Prod_1","SHP_5365","Cust_1349",7168.15,0.05,18,1593.61,19.99,0.58
"Ord_3871","Prod_6","SHP_5365","Cust_1349",185.59,0.1,10,12.01,5.77,0.38
"Ord_3869","Prod_7","SHP_5362","Cust_1349",63.47,0,47,-19.92,0.7,0.81
"Ord_3865","Prod_12","SHP_5356","Cust_1347",75.74,0.1,28,13.23,0.99,0.36
"Ord_2692","Prod_4","SHP_3686","Cust_1026",1752.0965,0.1,46,356.35,4.99,0.57
"Ord_2656","Prod_17","SHP_3634","Cust_1026",1946.55,0.07,1,-4017.62,13.99,0.38
"Ord_2832","Prod_6","SHP_3894","Cust_1026",284.92,0.03,32,81.29,2.15,0.4
"Ord_2678","Prod_9","SHP_3667","Cust_1026",94.83,0.02,12,29.87,1.39,0.36
"Ord_2716","Prod_8","SHP_3722","Cust_1026",394.8,0.1,23,-113.8,4,0.79
"Ord_2656","Prod_2","SHP_3633","Cust_1026",1611.73,0.1,8,-314.61,68.02,0.58
"Ord_3185","Prod_17","SHP_4420","Cust_1160",8188.19,0.05,41,3702,13.99,0.37
"Ord_3186","Prod_4","SHP_4421","Cust_1160",283.6535,0.09,17,-113.05,2.5,0.81
"Ord_3124","Prod_8","SHP_4335","Cust_1160",126.87,0.08,4,-125.99,5.5,0.75
"Ord_643","Prod_11","SHP_879","Cust_223",15897.01,0.06,37,455.02,110.2,0.67
"Ord_640","Prod_15","SHP_873","Cust_223",12457.63,0.08,45,1063.46,69.55,0.6
"Ord_643","Prod_4","SHP_877","Cust_223",1265.293,0.06,8,-554.44,8.99,0.6
"Ord_659","Prod_12","SHP_901","Cust_223",67.45,0.05,25,24.28,0.5,0.39
"Ord_643","Prod_11","SHP_878","Cust_223",10338.93,0.06,29,-871.52,85.63,0.74
"Ord_643","Prod_6","SHP_877","Cust_223",72.08,0.04,16,-54.75,5.68,0.4
"Ord_665","Prod_17","SHP_909","Cust_223",1090.6,0.07,45,300.91,6.3,0.38
"Ord_4215","Prod_7","SHP_5879","Cust_1431",109.39,0.07,45,16.31,1.02,0.38
"Ord_4215","Prod_6","SHP_5878","Cust_1431",64.86,0,11,22.05,0.95,0.36
"Ord_1187","Prod_5","SHP_5895","Cust_1407",1087.58,0.01,27,514.45,3.04,0.53
"Ord_1187","Prod_1","SHP_5896","Cust_1407",4273.35,0.07,42,-892.03,35,0.82
"Ord_4119","Prod_13","SHP_5739","Cust_1407",46.89,0.09,28,-3.83,0.7,0.56
"Ord_4132","Prod_5","SHP_5754","Cust_1407",366.87,0.1,40,-1.79,5.71,0.41
"Ord_4119","Prod_8","SHP_5738","Cust_1407",627.91,0.03,41,222.08,1.99,0.42
"Ord_1296","Prod_6","SHP_1788","Cust_484",115.54,0.04,24,43.35,0.8,0.36
"Ord_1295","Prod_13","SHP_1786","Cust_484",260.37,0.02,45,44.15,1.99,0.46
"Ord_1291","Prod_4","SHP_1781","Cust_484",1576.223,0.05,29,286.12,3.99,0.57
"Ord_1289","Prod_3","SHP_1778","Cust_454",513.74,0.02,32,-28.68,10.13,0.38
"Ord_1292","Prod_4","SHP_1783","Cust_454",5352.9345,0.09,33,1343.21,4.2,0.57
"Ord_1187","Prod_15","SHP_1639","Cust_454",4165.04,0,45,135.68,30,0.61
"Ord_1289","Prod_5","SHP_1779","Cust_454",36.8,0,4,14.19,5.21,0.56
"Ord_1292","Prod_11","SHP_1782","Cust_454",8127.51,0.01,23,1541.25,40.19,0.62
"Ord_5086","Prod_9","SHP_7102","Cust_1728",69.6,0,11,6.46,2.5,0.36
"Ord_5103","Prod_3","SHP_7125","Cust_1728",18.91,0,3,-16.35,7.01,0.37
"Ord_5109","Prod_4","SHP_7135","Cust_1728",5678.5525,0.01,42,1727.78,8.99,0.55
"Ord_5109","Prod_6","SHP_7134","Cust_1728",138.95,0.04,14,9.63,4.39,0.38
"Ord_5098","Prod_3","SHP_7120","Cust_1728",1384.34,0.1,40,562.31,2.99,0.35
"Ord_5086","Prod_8","SHP_7101","Cust_1728",857.11,0.07,29,285.2,1.99,0.42
"Ord_5086","Prod_4","SHP_7103","Cust_1728",1279.505,0.1,43,384.2,1.1,0.55
"Ord_5103","Prod_5","SHP_7125","Cust_1728",685.7,0.01,7,350.94,20.79,0.59
"Ord_5105","Prod_8","SHP_7129","Cust_1728",139.61,0.01,26,-92.04,4.93,0.66
"Ord_5090","Prod_5","SHP_7107","Cust_1728",182.86,0,35,-106.27,5.72,0.47
"Ord_5103","Prod_4","SHP_7125","Cust_1728",1024.165,0.02,10,-105.7,5.99,0.57
"Ord_5051","Prod_16","SHP_7049","Cust_1715",321.5,0.03,29,20.31,3.37,0.57
"Ord_5049","Prod_6","SHP_7046","Cust_1715",1387.29,0.03,25,405.64,14.3,0.37
"Ord_5042","Prod_5","SHP_7037","Cust_1715",355.55,0.03,46,-166.74,7.98,0.42
"Ord_5051","Prod_15","SHP_7048","Cust_1715",1424.95,0.09,5,-517.83,57,0.78
"Ord_3892","Prod_8","SHP_5397","Cust_1335",1114.42,0.09,43,425.07,1.99,0.4
"Ord_3856","Prod_8","SHP_5346","Cust_1335",137.38,0.06,8,-11.39,1.99,0.45
"Ord_3864","Prod_4","SHP_5355","Cust_1335",1972.884,0.04,19,140.91,7.69,0.58
"Ord_3861","Prod_12","SHP_5352","Cust_1335",10.65,0.1,4,-0.64,0.5,0.39
"Ord_3830","Prod_8","SHP_5311","Cust_1335",767.34,0.04,10,-154.65,14.52,0.65
"Ord_3849","Prod_6","SHP_5336","Cust_1335",65.52,0.07,10,-22.57,5.46,0.36
"Ord_3814","Prod_9","SHP_5289","Cust_1335",35.58,0.04,7,-19.95,4.99,0.38
"Ord_3861","Prod_8","SHP_5352","Cust_1335",6768.16,0.03,44,907.49,6.5,0.74
"Ord_3864","Prod_13","SHP_5355","Cust_1335",258.54,0.1,27,-16.3,4.82,0.47
"Ord_3880","Prod_8","SHP_5377","Cust_1335",1104.28,0.08,29,359.75,1.99,0.44
"Ord_3930","Prod_6","SHP_5459","Cust_1335",48.05,0.01,6,-11.34,5.2,0.37
"Ord_4184","Prod_4","SHP_5834","Cust_1421",908.412,0.07,17,-71.19,8.99,0.58
"Ord_1159","Prod_3","SHP_5785","Cust_1421",16147.61,0.02,38,7604.95,19.99,0.35
"Ord_4228","Prod_3","SHP_5901","Cust_1421",212.12,0.01,50,-154.63,5.26,0.38
"Ord_4220","Prod_2","SHP_5890","Cust_1421",1561.96,0.03,31,119.92,13.66,0.58
"Ord_4184","Prod_5","SHP_5833","Cust_1421",3304.38,0,44,-634.49,37.58,0.78
"Ord_4179","Prod_9","SHP_5825","Cust_1421",44.56,0.05,8,4.81,1.39,0.38
"Ord_4178","Prod_15","SHP_5824","Cust_1421",14567.15,0.04,48,3799.59,48.8,0.56
"Ord_4228","Prod_12","SHP_5901","Cust_1421",2455.54,0.03,25,1361.88,0.49,0.36
"Ord_4193","Prod_5","SHP_5844","Cust_1421",279.63,0.07,23,61.69,5.16,0.43
"Ord_4161","Prod_17","SHP_5798","Cust_1421",25313.34,0.05,35,8612.11,16.06,0.56
"Ord_4156","Prod_2","SHP_5792","Cust_1421",1580.57,0.08,26,-750.82,49,0.59
"Ord_4205","Prod_8","SHP_5862","Cust_1421",221.42,0.03,44,-142.02,4.62,0.64
"Ord_4179","Prod_1","SHP_5826","Cust_1421",152.14,0.09,13,-26.87,4.81,0.58
"Ord_4231","Prod_8","SHP_5904","Cust_1421",244.9,0.08,31,-61.14,3.62,0.61
"Ord_4225","Prod_8","SHP_5898","Cust_1421",291.4,0.06,1,-763.16,7.18,0.48
"Ord_1143","Prod_5","SHP_1576","Cust_438",303.59,0.1,32,-45.99,6.22,0.55
"Ord_1143","Prod_6","SHP_1577","Cust_438",191.6,0.04,36,-150.74,7.44,0.36
"Ord_1159","Prod_10","SHP_1601","Cust_438",1042.63,0.02,4,-219.93,60.2,0.56
"Ord_1146","Prod_4","SHP_1580","Cust_438",6477.7395,0.01,37,1653.97,8.99,0.58
"Ord_1146","Prod_5","SHP_1580","Cust_438",1005.74,0.1,47,199.3,8.99,0.41
"Ord_5408","Prod_5","SHP_7551","Cust_1794",239.49,0.04,23,-159.35,12.52,0.57
"Ord_3806","Prod_4","SHP_7463","Cust_1794",160.2335,0.04,23,-85.13,5.03,0.6
"Ord_5375","Prod_4","SHP_7505","Cust_1794",2912.015,0.09,37,698.17,4.9,0.56
"Ord_3806","Prod_11","SHP_7464","Cust_1794",1761.4,0.09,24,-1748.56,89.3,0.72
"Ord_3806","Prod_5","SHP_7463","Cust_1794",2808.08,0.07,26,1054.82,5.81,0.65
"Ord_5408","Prod_4","SHP_7552","Cust_1794",1819.153,0.02,14,-35.5,8.99,0.58
"Ord_5404","Prod_5","SHP_7547","Cust_1794",2022.18,0.09,20,594.44,21.26,0.59
"Ord_3931","Prod_4","SHP_5460","Cust_1328",3373.7095,0.01,34,861.72,8.99,0.57
"Ord_3806","Prod_8","SHP_5279","Cust_1328",140.56,0.04,15,-128.38,8.99,0.79
"Ord_3923","Prod_2","SHP_5450","Cust_1328",67.22,0.05,4,-139.53,49,0.6
"Ord_3923","Prod_3","SHP_5450","Cust_1328",76.85,0.1,18,-64.08,5.41,0.35
"Ord_3872","Prod_8","SHP_5366","Cust_1350",278.65,0.05,33,-36.34,2.38,0.74
"Ord_3913","Prod_4","SHP_5430","Cust_1350",155.924,0.09,8,-63.12,4.81,0.58
"Ord_3921","Prod_2","SHP_5446","Cust_1350",545.04,0.05,7,-210.06,60,0.41
"Ord_3921","Prod_1","SHP_5447","Cust_1350",606.91,0.09,29,-271.77,11.52,0.83
"Ord_693","Prod_9","SHP_948","Cust_236",253.89,0.01,45,-83.66,5.3,0.35
"Ord_719","Prod_4","SHP_984","Cust_248",1223.3795,0.08,23,83.57,5.92,0.58
"Ord_746","Prod_6","SHP_1019","Cust_248",527.6,0,50,221.59,1.79,0.38
"Ord_750","Prod_5","SHP_1024","Cust_248",97.86,0.04,6,-21.09,8.99,0.39
"Ord_752","Prod_10","SHP_1026","Cust_248",7477.78,0.09,31,883.29,41.91,0.59
"Ord_752","Prod_6","SHP_1028","Cust_248",201.35,0.02,30,-107.37,7.5,0.4
"Ord_719","Prod_4","SHP_983","Cust_248",184.331,0.07,6,-89.2,5.99,0.38
"Ord_746","Prod_8","SHP_1017","Cust_248",3075.83,0.03,50,1207.91,1.99,0.5
"Ord_752","Prod_5","SHP_1027","Cust_248",270.39,0.01,24,-30.42,7.94,0.52
"Ord_746","Prod_12","SHP_1018","Cust_248",73.37,0.04,24,16.1,0.99,0.37
"Ord_842","Prod_15","SHP_1157","Cust_277",3939.89,0.05,13,598.24,48.8,0.56
"Ord_869","Prod_12","SHP_1196","Cust_277",22.78,0.01,6,3.96,0.5,0.37
"Ord_842","Prod_3","SHP_1156","Cust_277",277.88,0.09,36,-64.41,6.16,0.35
"Ord_855","Prod_3","SHP_1178","Cust_277",210.46,0.03,44,50.04,1.49,0.39
"Ord_842","Prod_6","SHP_1156","Cust_277",925.3,0.04,47,257.31,5.77,0.38
"Ord_850","Prod_17","SHP_1172","Cust_286",551.44,0,36,28.7,7.51,0.39
"Ord_3676","Prod_8","SHP_5095","Cust_1294",1008.19,0.03,23,210.01,1.99,0.55
"Ord_3665","Prod_8","SHP_5080","Cust_1294",401.14,0.1,10,-131.03,6.5,0.74
"Ord_3676","Prod_8","SHP_5095","Cust_1294",2440.26,0,50,917.28,1.99,0.55
"Ord_3684","Prod_6","SHP_5109","Cust_1293",272.63,0.04,43,-64.45,5.14,0.37
"Ord_3664","Prod_6","SHP_5079","Cust_1293",226.68,0.04,41,-159.35,7.28,0.38
"Ord_1059","Prod_7","SHP_1464","Cust_393",71.12,0.1,38,-21.89,0.7,0.83
"Ord_1034","Prod_3","SHP_1427","Cust_393",113.5,0.05,15,-46.35,6.28,0.4
"Ord_1103","Prod_13","SHP_1524","Cust_410",51.75,0.05,9,4.16,0.7,0.6
"Ord_1073","Prod_3","SHP_1484","Cust_410",270.43,0.07,37,-83.16,6.16,0.35
"Ord_1982","Prod_6","SHP_2708","Cust_745",154.35,0,21,-91.14,8.74,0.36
"Ord_1990","Prod_9","SHP_2719","Cust_745",311.38,0.06,26,34.12,5.72,0.35
"Ord_1982","Prod_1","SHP_2709","Cust_745",201.36,0,7,-284.4,53.03,0.78
"Ord_2675","Prod_5","SHP_3663","Cust_1028",802.16,0.1,41,-293.45,14.87,0.57
"Ord_2713","Prod_4","SHP_3718","Cust_1005",1655.3665,0.08,31,173.93,8.99,0.56
"Ord_2751","Prod_15","SHP_3775","Cust_1005",18561.31,0.05,39,4822.42,26,0.6
"Ord_1990","Prod_11","SHP_3558","Cust_1005",6746.312,0.07,48,-433.29,29.21,0.76
"Ord_2713","Prod_5","SHP_3716","Cust_1005",1835.84,0.05,16,608.74,13.99,0.69
"Ord_2713","Prod_13","SHP_3717","Cust_1005",133.43,0.1,48,9.5,0.93,0.54
"Ord_2536","Prod_4","SHP_3472","Cust_979",405.3395,0.01,7,-147.88,3.9,0.55
"Ord_2503","Prod_7","SHP_3431","Cust_979",28.34,0.09,19,1.68,0.7,0.37
"Ord_2516","Prod_13","SHP_3446","Cust_979",61.45,0.06,34,0.62,0.7,0.56
"Ord_2536","Prod_6","SHP_3471","Cust_979",28.34,0.01,4,-18.55,7.44,0.36
"Ord_2551","Prod_10","SHP_3492","Cust_979",2002.4,0,19,151.09,26.22,0.6
"Ord_2531","Prod_12","SHP_3465","Cust_821",86.48,0.1,19,33.58,0.5,0.36
"Ord_1982","Prod_3","SHP_2708","Cust_821",216.77,0.02,33,-55.11,5.27,0.36
"Ord_3162","Prod_6","SHP_4389","Cust_1161",137.77,0.01,10,1.85,6.47,0.38
"Ord_3140","Prod_15","SHP_4357","Cust_1161",1378.72,0.07,11,-640.6,70.2,0.74
"Ord_3125","Prod_5","SHP_4336","Cust_1161",520.49,0,9,-51.01,18.45,0.65
"Ord_3162","Prod_15","SHP_4388","Cust_1161",6483.42,0.07,32,1590.95,23.76,0.58
"Ord_476","Prod_4","SHP_641","Cust_174",653.871,0.09,15,-311.05,5,0.83
"Ord_489","Prod_5","SHP_657","Cust_174",3512.9,0.08,37,2093.7,8.99,0.35
"Ord_489","Prod_4","SHP_658","Cust_174",281.5455,0.1,4,-434.56,0.99,0.85
"Ord_486","Prod_3","SHP_654","Cust_174",155.45,0.03,10,-19.68,8.4,0.39
"Ord_445","Prod_17","SHP_596","Cust_160",410.43,0.1,46,-54.58,5.76,0.39
"Ord_445","Prod_3","SHP_596","Cust_160",648.26,0.07,46,30.48,7.27,0.38
"Ord_2436","Prod_3","SHP_3343","Cust_934",12690.33,0.08,36,5045.3,19.99,0.4
"Ord_2420","Prod_13","SHP_3321","Cust_934",112.59,0.09,35,-126.7,5,0.56
"Ord_2425","Prod_14","SHP_3329","Cust_934",27820.34,0.08,48,11630.15,24.49,0.37
"Ord_445","Prod_3","SHP_3428","Cust_934",468.95,0.02,38,-2.38,7.19,0.4
